CODIGO_BECA;AGNO_FALLO;TIPO_INSTRUMENTO;PALABRAS_CLAVE
21191487;2019;DOCTORADO;"QUIMICA ORGANICA  ; QUIMICA DE PRODUCTOS NATURALES ORGANICOS"
21191499;2019;DOCTORADO;"TECNOLOGIA INDUSTRIAL  ; EQUIPO INDUSTRIAL  ; TECNOLOGIA INDUSTRIAL  ; PROCESOS INDUSTRIALES ; TECNOLOGIA INDUSTRIAL  ; INGENIERIA DE PROCESOS"
21191614;2019;DOCTORADO;"BIOMETRIA ; BIOMETRIA"
21191663;2019;DOCTORADO;"INGENIERIA Y TECNOLOGIA ELECTRICAS ; APLICACIONES ELECTRICAS ; TECNOLOGIA DE VEHICULOS DE MOTOR ; MOTORES ROTATIVOS  ; TECNOLOGIA ENERGETICA  ; FUENTES NO CONVENCIONALES DE ENERGIA "
21191726;2019;DOCTORADO;"MATEMATICA ; TEORIA DE LA PROBABILIDAD Y PROCESOS ESTOCASTICO ; MATEMATICA ; ESTADISTICA"
21191756;2019;DOCTORADO;"BIOLOGIA VEGETAL (BOTANICA)  ; ECOLOGIA VEGETAL ; CIENCIA FORESTAL  ; CONSERVACION ; CIENCIA FORESTAL  ; PROTECCION"
21191759;2019;DOCTORADO;"FISICA DE FLUIDOS ; MECANICA DE FLUIDOS "
21192005;2019;DOCTORADO;"MATEMATICA ; OPTIMIZACION ; INVESTIGACION OPERATIVA ; OPTIMIZACION ; INVESTIGACION OPERATIVA ; LOGISTICA"
21192150;2019;DOCTORADO;"BIOLOGIA MOLECULAR  ; BIOLOGIA MOLECULAR DE PECES"
21192195;2019;DOCTORADO;"QUIMICA INORGANICA  ; COMPUESTOS DE COORDINACION ; QUIMICA INORGANICA  ; ESTRUCTURA DE LOS COMPUESTOS INORGANICOS"
21192206;2019;DOCTORADO;"BIOQUIMICA  ; BIOQUIMICA  ; BIOLOGIA VEGETAL (BOTANICA)  ; FISIOLOGIA VEGETAL ; CIENCIA FORESTAL  ; PROTECCION"
21192237;2019;DOCTORADO;"QUIMICA ORGANICA  ; QUIMICA DE PRODUCTOS NATURALES ORGANICOS ; QUIMICA FARMACEUTICA ; DISEÑOSINTESIS Y ESTUDIO NUEVOS FARMACOS ; TECNOLOGIA BIOQUIMICA  ; TECNOLOGIA DE LA FERMENTACION "
21200054;2020;DOCTORADO;"MATEMATICA ; K ;TEORIA ; MATEMATICA ; ANALISIS FUNCIONAL ; MATEMATICA ; TEORIA DE OPERADORATORIA"
21200086;2020;DOCTORADO;"TEORIA, ANALISIS Y CRITICA LITERARIAS ; ANALISIS LITERARIO"
21200117;2020;DOCTORADO;"CIENCIAS DE LA NUTRICION  ; OBESIDAD"
21200126;2020;DOCTORADO;"TECNOLOGIA METALURGICA ; COBRE ; TECNOLOGIA METALURGICA ; METALES PRECIOSOS ; TECNOLOGIA MINERA  ; MENAS METALICAS NO FERREAS"
21200167;2020;DOCTORADO;"QUIMICA INORGANICA  ; METALES ; QUIMICA FISICA  ; QUIMICA FISICA "
21200175;2020;DOCTORADO;"GENERAL ; ETICA ; FILOSOFIA SOCIAL ; FILOSOFIA POLITICA "
21200196;2020;DOCTORADO;"ARQUITECTURA Y URBANISMO ; JARDINES Y PARQUES ; ARQUITECTURA Y URBANISMO ; ARQUITECTURA VERNACULAR  ; ARQUITECTURA Y URBANISMO ; AUTOCONSTRUCCION"
21200197;2020;DOCTORADO;"CIENCIAS DE LA ATMOSFERA  ; INTERACCION MAR;AIRE  ; METEOROLOGIA  ; METEOROLOGIA MARINA  ; OCEANOGRAFIA ; OCEANOGRAFIA FISICA "
21200198;2020;DOCTORADO;"LINGÜISTICA APLICADA ; ENSEÑANZA DE LENGUAS ; LINGUISTICA APLICADA ; ANALISIS DEL DISCURSO"
21200209;2020;DOCTORADO;"LOGICA GENERAL ; GENERAL ; FILOSOFIA ANTIGUA Y MEDIEVAL ; GENERAL ; LOGICA"
21200220;2020;DOCTORADO;"BIOLOGIA ANIMAL (ZOOLOGIA)  ; PARASITOLOGIA ANIMAL ; FAUNA SILVESTRE  ; DINAMICA DE LAS POBLACIONES ; EPIDEMOLOGIA ; EPIDEMOLOGIA"
21200248;2020;DOCTORADO;"PSICOLOGIA SOCIAL / COMUNITARIA / ECONOMICA ; ACTITUDES, PREJUICIOS Y ESTEREOTIPOS ; PSICOLOGIA SOCIAL / COMUNITARIA / ECONOMICA ; ENFOQUE DE GENERO ; CIENCIAS DE LA COMUNICACION ; COMUNICACION Y ESTUDIOS CULTURALES"
21200250;2020;DOCTORADO;"MATEMATICA FINANCIERA ; ECONOMETRIA ; MODELOS ECONOMETRICOS ; ECONOMIA GENERAL ; ESTRUCTURA DEL MERCADO"
21200343;2020;DOCTORADO;"SISTEMAS PLANETARIOS ; PLANETAS Y SATELITES  ATMOSFERAS ; SISTEMAS PLANETARIOS ; INTERACCIONES PLANETA;ESTRELLA ; ESTRELLAS ; ATMOSFERAS"
21200356;2020;DOCTORADO;"BIOQUIMICA  ; BIOQUIMICA  ; INMUNOLOGIA  ; REACCION ANTIGENO;ANTICUERPO ; BIOLOGIA MOLECULAR  ; BIOLOGIA MOLECULAR DE MICROORGANISMOS"
21200379;2020;DOCTORADO;"PSICOLOGIA CLINICA, PSICOPATOLOGIA, SALUD MENTAL Y PSICOTERAPIA ; PSICOLOGIA DE LA SALUD ; INTERVENCION PSICOLOGICA EN PATOLOGIAS CRONICAS ; PSICOLOGIA DE LA SALUD ; CALIDAD DE VIDA"
21200393;2020;DOCTORADO;"BIOLOGIA MOLECULAR  ; EXPRESION GENETICA ; PRODUCCION ANIMAL ; PORCINOS ; CIENCIAS VETERINARIAS  ; VIROLOGIA "
21200395;2020;DOCTORADO;"QUIMICA ANALITICA ; ANALISIS DE POLIMEROS  ; QUIMICA MACROMOLECULAR  ; MACROMOLECULAS ; QUIMICA FISICA  ; QUIMICA FISICA "
21200409;2020;DOCTORADO;"ESTADO Y ADMINISTRACION PUBLICA ; PODER LEGISLATIVO ; ESTADO Y ADMINISTRACION PUBLICA ; RELACIONES ENTRE LOS PODERES ; POLITICA COMPARADA ; INSTITUCIONES POLITICAS"
21200422;2020;DOCTORADO;"BIOQUIMICA  ; BIOQUIMICA  ; MICROBIOLOGIA  ; HONGOS  ; BIOLOGIA MOLECULAR  ; BIOLOGIA MOLECULAR DE PECES"
21200463;2020;DOCTORADO;"BIOLOGIA ANIMAL (ZOOLOGIA)  ; ECOLOGIA ANIMAL ; BIOLOGIA ANIMAL (ZOOLOGIA)  ; ZOOLOGIA MARINA "
21200465;2020;DOCTORADO;"PSICOLOGIA SOCIAL / COMUNITARIA / ECONOMICA ; ENFOQUE DE GENERO"
21200469;2020;DOCTORADO;"INVESTIGACION OPERATIVA ; LOGISTICA"
21200473;2020;DOCTORADO;"QUIMICA FARMACEUTICA ; DISEÑOSINTESIS Y ESTUDIO NUEVOS FARMACOS"
21200546;2020;DOCTORADO;"CLIMATOLOGIA  ; CLIMATOLOGIA APLICADA ; METEOROLOGIA  ; PREDICCION OPERACIONAL METEOROLOGICA ; METEOROLOGIA  ; METEOROLOGIA SINOPTICA"
21200597;2020;DOCTORADO;"TEORIA, ANALISIS Y CRITICA LITERARIAS ; ANALISIS LITERARIO"
21200621;2020;DOCTORADO;"QUIMICA AMBIENTAL ; QUIMICA FISICA  ; QUIMICA FISICA "
21200650;2020;DOCTORADO;"MATEMATICA ; SISTEMAS DINAMICOS Y TEORIA ERGODICA ; MATEMATICA ; TEORIA DE LA PROBABILIDAD Y PROCESOS ESTOCASTICO"
21200658;2020;DOCTORADO;"INGENIERIA Y TECNOLOGIA QUIMICAS  ; PROCESOS QUIMICOS"
21200661;2020;DOCTORADO;"MATEMATICA ; ANALISIS FUNCIONAL"
21200887;2020;DOCTORADO;"PSICOLOGIA SOCIAL / COMUNITARIA / ECONOMICA ; COMPORTAMIENTO DEL CONSUMIDOR  ; SALUD MENTAL"
21201000;2020;DOCTORADO;"MATEMATICA DE LA COMPUTACION ; SOFTWARE MATEMATICO ; METODOLOGIAS DE COMPUTACION ; INTELIGENCIA ARTIFICIAL ; APRENDIZAJE ; METODOLOGIAS DE COMPUTACION ; RECONOCIMIENTO DE PATRONES"
21201210;2020;DOCTORADO;"PATOLOGIA ; CARCINOGENESIS  ; PATOLOGIA ; ONCOLOGIA "
21201294;2020;DOCTORADO;"BIOQUIMICA  ; BIOQUIMICA  ; BIOLOGIA MOLECULAR  ; GENOMICA"
21201352;2020;DOCTORADO;"GEOFISICA ; SISMOLOGIA Y PROSPECCION SISMICA"
21201370;2020;DOCTORADO;"TECNOLOGIA DE LA CONSTRUCCION  ; INGENIERIA CIVIL"
21201387;2020;DOCTORADO;"FISICA TEORICA ; COSMOLOGIA ; TEORIA ; FISICA DE ALTAS ENERGIAS ; FISICA TEORICA ALTAS ENERGIAS"
21201391;2020;DOCTORADO;"MATEMATICA ; MATEMATICA GENERAL ; MATEMATICA ; ANALISIS NUMERICO"
21201504;2020;DOCTORADO;TECNOLOGIA E INGENIERIA MECANICAS
21201516;2020;DOCTORADO;"HISTORIA POR ESPECIALIDADES ; HISTORIA Y EDUCACION ; PSICOLOGIA Y POLITICAS PUBLICAS ; POLITICA GUBERNAMENTAL "
21201535;2020;DOCTORADO;"QUIMICA FARMACEUTICA ; DISEÑOSINTESIS Y ESTUDIO NUEVOS FARMACOS ; FARMACOLOGIA  ; FITOFARMACOS"
21201557;2020;DOCTORADO;"CIENCIAS VETERINARIAS  ; GENETICA ANIMAL  ; CIENCIAS VETERINARIAS  ; INMUNOLOGIA "
21201703;2020;DOCTORADO;"MATEMATICA ; MATEMATICA GENERAL ; MATEMATICA ; ANALISIS FUNCIONAL"
21201707;2020;DOCTORADO;"TECNOLOGIA DE LA CONSTRUCCION  ; INGENIERIA DE ESTRUCTURAS"
21201762;2020;DOCTORADO;"ESTRELLAS ; OSCILACIONES (INCLUYENDO PULSACIONES) ; ESTRELLAS ; SUBENANAS ; ESTRELLAS ; (BLANCO EMPEQUEÑECE ESTRELLAS  )"
21201813;2020;DOCTORADO;"MATEMATICA ; MATEMATICA GENERAL ; MATEMATICA ; ECUACIONES DIFERENCIALES PARCIALES ( PDE ) ; MATEMATICA ; MECANICA DE FLUIDOS"
21201831;2020;DOCTORADO;"QUIMICA FARMACEUTICA ; DISEÑOSINTESIS Y ESTUDIO NUEVOS FARMACOS"
21202023;2020;DOCTORADO;"BIOLOGIA VEGETAL (BOTANICA)  ; NUTRICION VEGETAL ; BIOLOGIA VEGETAL (BOTANICA)  ; FISIOLOGIA VEGETAL ; CIENCIA FORESTAL  ; SILVICULTURA"
21202024;2020;DOCTORADO;"GALAXIAS ; GRUPOS  GENERALES ; GALAXIAS ; EVOLUCION"
21202204;2020;DOCTORADO;"QUIMICA INORGANICA  ; METALES ; QUIMICA INORGANICA  ; ESTRUCTURA DE LOS COMPUESTOS INORGANICOS ; QUIMICA INORGANICA  ; ELEMENTOS DE TRANSICION"
21202257;2020;DOCTORADO;"VIROLOGIA  ; VIRUS VISCEROTROPICOS"
21202386;2020;DOCTORADO;"ORGANIZACION Y DIRECCION DE EMPRESAS  ; MARKETING (COMERCIALIZACION)"
21202402;2020;DOCTORADO;"METODOLOGIAS DE COMPUTACION ; LA SIMULACION, MODELADO Y VISUALIZACION ; TECNOLOGIA DE LA INSTRUMENTACION ; TECNOLOGIA DE LA AUTOMATIZACION ; TECNOLOGIA DE LA INSTRUMENTACION ; INGENIERIA DE CONTROL"
21202454;2020;DOCTORADO;"ECONOMIA SECTORIAL ; AGRICULTURA, SILVICULTURA, PESCA "
21202490;2020;DOCTORADO;"METODOLOGIAS DE COMPUTACION ; LA SIMULACION, MODELADO Y VISUALIZACION ; ACUSTICA  ; FISICA DE LA DICCION  ; ELECTROMAGNETISMO  ; PROPAGACION DE ONDAS ELECTROMAGNETICAS "
72160303;2015;DOCTORADO;"LINGÜISTICA APLICADA ; ENSEÑANZA DE LENGUAS ; LINGUISTICA APLICADA ; DIDACTICA DEL INGLES ; LINGUISTICA APLICADA ; ADQUISICION DE SEGUNDAS Y TERCERAS LENGUAS"
72180010;2017;DOCTORADO;"ORGANIZACION Y DIRECCION DE EMPRESAS  ; ORGANIZACION DE RECURSOS HUMANOS ; POLITICAS PUBLICAS ; POLITICA EDUCATIVA"
72180029;2017;DOCTORADO;"OPTICA  ; OPTICA FISICA ; FISICA DE ALTAS ENERGIAS ; FISICA TEORICA ALTAS ENERGIAS ; BIOFISICA ; FISICA MEDICA"
72180058;2017;DOCTORADO;"MEDICINA PREVENTIVA ; EPIDEMOLOGIA ; EPIDEMOLOGIA ; POLITICAS PUBLICAS ; POLITICA SANITARIA"
72180059;2017;DOCTORADO;"MICROBIOLOGIA  ; PROCESOS MICROBIANOS  ; BIOLOGIA MOLECULAR  ; BIOLOGIA MOLECULAR DE MICROORGANISMOS"
72180068;2017;DOCTORADO;"PSICOLOGIA CLINICA, PSICOPATOLOGIA, SALUD MENTAL Y PSICOTERAPIA ; PSICOLOGIA EVOLUTIVA / DEL DESARROLLO ; PSICOLOGIA DE LA INFANCIA Y LA ADOLESCENCIA"
72180070;2017;DOCTORADO;"MATEMATICA ; ESTADISTICA ; INGENIERIA INDUSTRIAL ; OPERACION RESEARCH"
72180078;2017;DOCTORADO;"LA ETICA EN PERSPECTIVA ; GENERAL ; FILOSOFIA CONTEMPORANEA ; FILOSOFIA DE LA NATURALEZA ; FILOSOFIA DE LA VIDA"
72180089;2017;DOCTORADO;"BIOLOGIA HUMANA  ; FISIOLOGIA HUMANA  ; FISIOLOGIA HUMANA  ; FISIOLOGIA DEL EJERCICIO ; FISIOLOGIA HUMANA  ; FISIOLOGIA DEL MUSCULO"
72180126;2017;DOCTORADO;"MEDICINA PREVENTIVA ; CIENCIAS CLINICAS ; PATOLOGIA CLINICA ; EPIDEMOLOGIA ; EPIDEMOLOGIA"
72180140;2017;DOCTORADO;"CAMBIO Y DESARROLLO SOCIAL ; POLITICA SOCIAL ; CAMBIO Y DESARROLLO SOCIAL ; SERVICIOS SOCIALES ; PROBLEMAS SOCIALES ; EXCLUSION SOCIAL"
72180147;2017;DOCTORADO;"MATEMATICA ; LA TEORIA DE JUEGOS , ECONOMIA, SOCIAL Y CIENCIAS DEL COMPORTAMIENTO ; TEORIA ECONOMICA ; TEORIA MICROECONOMICA"
72180157;2017;DOCTORADO;"TECNOLOGIA E INGENIERIA MECANICAS ; TECNOLOGIA INDUSTRIAL  ; PROCESOS INDUSTRIALES ; INGENIERIA INDUSTRIAL ; PRODUCT DEVELOPMENT, PRODUCT LIFE CYCLE MANAGMENT"
72180176;2017;DOCTORADO;"INGENIERIA Y TECNOLOGIA ELECTRICAS ; TRANSMISION Y DISTRIBUCION ; TECNOLOGIA ENERGETICA  ; TRANSMISION DE ENERGIA  ; TECNOLOGIA ENERGETICA  ; FUENTES NO CONVENCIONALES DE ENERGIA "
72180178;2017;DOCTORADO;"TEORIA Y METODOS EDUCATIVOS ; TEORIAS EDUCATIVAS  ; PSICOLOGIA EVOLUTIVA / DEL DESARROLLO ; PSICOLOGIA DE LA INFANCIA Y LA ADOLESCENCIA ; PROBLEMAS SOCIALES ; INADAPTADOS"
72180183;2017;DOCTORADO;"DATOS FISICOS Y PROCESOS ; POLARIZACION ; INSTRUMENTACION () ; INSTRUMENTACION  INTERFEROMETROS"
72180196;2017;DOCTORADO;"MATEMATICA ; MECANICA DE PARTICULAS Y SISTEMAS ; FISICA DE FLUIDOS ; COLOIDES  ; TECNOLOGIA DE MATERIALES ; PROPIEDADES DE LOS MATERIALES"
72180213;2017;DOCTORADO;"HISTORIA POR ESPECIALIDADES ; HISTORIA  Y ARQUITECTURA"
72180220;2017;DOCTORADO;"DERECHO ECONOMICO ; DERECHO ECONOMICO ; DERECHO INTERNACIONAL ; OTROS ; DERECHO COMERCIAL ; OTROS"
72180223;2017;DOCTORADO;"RELACIONES INTERNACIONALES ; COOPERACION INTERNACIONAL ; PSICOLOGIA SOCIAL / COMUNITARIA / ECONOMICA ; PROCESOS DE FORTALECIMIENTO COMUNITARIO ; CAMBIO Y DESARROLLO SOCIAL ; SOCIOLOGIA DEL DESARROLLO"
72180254;2017;DOCTORADO;"GENERAL ; FILOSOFIA CONTEMPORANEA ; GENERAL ; FILOSOFIA POLITICA ; FILOSOFIA SOCIAL ; FILOSOFIA DE LA CULTURA"
72180276;2017;DOCTORADO;"SALUD PUBLICA ; PREVENCION VIH ; PSICOLOGIA DE LA SALUD ; PREVENCION DE LA ENFERMEDAD ; COMUNICACIONES SOCIALES ; CIENCIAS DE LA COMUNICACION"
72180278;2017;DOCTORADO;"PROPIEDAD INTELECTUAL ; CIENCIAS DEL DERECHO ; FILOSOFIA DEL DERECHO ; FILOSOFIA SOCIAL ; FILOSOFIA POLITICA "
72180286;2017;DOCTORADO;"EPIDEMOLOGIA ; EPIDEMOLOGIA ; SALUD PUBLICA ; PREVENCION VIH"
72180315;2017;DOCTORADO;"ARQUITECTURA Y URBANISMO ; URBANISMO  ; ARQUITECTURA Y URBANISMO ; PLANIFICACION URBANA ; ARQUITECTURA Y URBANISMO ; ALGORITMOS Y MODELAMIENTO"
72180351;2017;DOCTORADO;"DERECHO CONSTITUCIONAL ; DEMOCRACIA Y PARTICIPACION ; DERECHO CONSTITUCIONAL ; DERECHOS FUNDAMENTALES ; CIENCIAS DEL DERECHO ; FILOSOFIA DEL DERECHO"
72180378;2017;DOCTORADO;"POLITICAS PUBLICAS ; POLITICA ECONOMICA ; POLITICAS PUBLICAS ; POLITICA DEL MEDIO AMBIENTE"
72180385;2017;DOCTORADO;"POLITICAS PUBLICAS ; POLITICA SOCIAL ; PSICOLOGIA JURIDICA Y FORENSE ; DELINCUENCIA JUVENIL ; PROBLEMAS SOCIALES ; CONFLICTO SOCIAL Y ADAPTACION "
72180400;2017;DOCTORADO;"ORGANIZACION Y PLANIFICACION DE LA EDUCACION ; ORGANIZACION Y DIRECCION DE LAS INSTITUCIONES EDUCATIVAS ; ADMINISTRACION EDUCACIONAL ; CULTURA ORGANIZACIONAL ; POLITICAS PUBLICAS ; POLITICA EDUCATIVA"
72180406;2017;DOCTORADO;"INMUNOLOGIA  ; ANTICUERPOS ; INMUNOLOGIA  ; INMUNIZACION ; INMUNOLOGIA  ; VACUNAS"
72180409;2017;DOCTORADO;"PSICOLOGIA EVOLUTIVA / DEL DESARROLLO ; PSICOLOGIA DE LA INFANCIA Y LA ADOLESCENCIA ; PSICOLOGIA EVOLUTIVA / DEL DESARROLLO ; DESADAPTACION SOCIAL INFANTOJUVENIL ; PSICOLOGIA E/N/PF/PB/PBB ; PSICOLOGIA FISIOLOGICA"
72180410;2017;DOCTORADO;"CIENCIAS CLINICAS ; PEDIATRIA ; CIENCIAS CLINICAS ; OTRAS"
72180412;2017;DOCTORADO;"CIENCIAS CLINICAS ; OBSTETRICIA ; CIRUGIA  ; CIRUGIA VASCULAR"
72180425;2017;DOCTORADO;PSICOLOGIA CLINICA, PSICOPATOLOGIA, SALUD MENTAL Y PSICOTERAPIA
72180460;2017;DOCTORADO;"TEORIA Y METODOS EDUCATIVOS ; TECNOLOGIAS DE LA INFORMACION Y COMUNICACION"
72180473;2017;DOCTORADO;"MATEMATICA ; APLICACIONES DE LAS MATEMATICAS A LA BIOLOGIA ; FISICA DE FLUIDOS ; MECANICA DE FLUIDOS  ; MECANICA ; MECANICA DE MEDIOS CONTINUOS"
72180492;2017;DOCTORADO;"DERECHO AMBIENTAL ; DERECHO INTERNACIONAL ; DERECHOS HUMANOS"
72180511;2017;DOCTORADO;"BIOLOGIA ANIMAL (ZOOLOGIA)  ; TAXONOMIA ANIMAL ; BIOLOGIA ANIMAL (ZOOLOGIA)  ; INVERTEBRADOS NO INSECTOS"
72180519;2017;DOCTORADO;"ORGANIZACION INDUSTRIAL Y POLITICAS GUBERNAMENTALES ; ECONOMIA GENERAL ; MONOPOLIO Y COMPETENCIA"
72180531;2017;DOCTORADO;"ORGANIZACION Y PLANIFICACION DE LA EDUCACION ; ANALISIS, REALIZACION DE MODELOS Y PLANIFICACION ESTADISTICA  ; ADMINISTRACION EDUCACIONAL ; EVALUACION INSTITUCIONAL ; DISEÑO INDUSTRIAL ; DISEÑO DE SERVICIOS Y EXPERIENCIAS"
72180546;2017;DOCTORADO;"EPIDEMOLOGIA ; EPIDEMOLOGIA ; CIENCIAS DE LA NUTRICION  ; NECESIDADES ALIMENTARIAS ; SALUD PUBLICA ; PREVENCION VIH"
72180579;2017;DOCTORADO;"AGRONOMIA  ; CULTIVOS DE CAMPO ; AGRONOMIA  ; COMPORTAMIENTO DEL SUELO EN CULTIVOS ROTATORIOS ; AGRONOMIA  ; FERTILIDAD DEL SUELO "
72180608;2017;DOCTORADO;"PROBLEMAS SOCIALES ; CRIMEN ; PROBLEMAS SOCIALES ; DELINCUENCIA"
72180615;2017;DOCTORADO;"LOGICA DEDUCTIVA ; LENGUAJES FORMALIZADOS ; LOGICA INDUCTIVA ; PROBABILIDAD ; MATEMATICA DE LA COMPUTACION ; PROBABILIDAD Y ESTADISTICA"
72200021;2019;DOCTORADO;"HISTORIA POR ESPECIALIDADES ; HISTORIA DEL ARTE ; TEORIA, ANALISIS Y CRITICA DE LAS BELLAS ARTES ; ESTETICA DE LAS BELLAS ARTES"
72200026;2019;DOCTORADO;"ARQUEOLOGIA ; ARQUEOLOGIA GENETICA Y MOLECULAR ; ESTUDIO ARQUEOLOGICO ; TRABAJO DE LABORATORIO ; ARQUEOLOGIA  AREAS Y TEMATICAS ; ALIMENTACION Y MEDIOAMBIENTE"
72200036;2019;DOCTORADO;"FISICA DE FLUIDOS ; DISPERSIONES ; QUIMICA FISICA ; EMULSIONES ; FARMACOLOGIA  ; PREPARACION DE MEDICAMENTOS"
72200039;2019;DOCTORADO;"EPIDEMOLOGIA ; EPIDEMOLOGIA ; MEDICINA INTERNA ; ENFERMEDADES PULMONARES"
72200040;2019;DOCTORADO;CIENCIAS POLITICAS
72200062;2019;DOCTORADO;"TECNOLOGIA DE LA CONSTRUCCION  ; INGENIERIA CIVIL ; TECNOLOGIA DE LA CONSTRUCCION  ; INGENIERIA DE ESTRUCTURAS ; TECNOLOGIA DE LA CONSTRUCCION  ; RESISTENCIA DE ESTRUCTURAS"
72200071;2019;DOCTORADO;"TEORIA, ANALISIS Y CRITICA DE LAS BELLAS ARTES ; CINEMATOGRAFIA  ; GENERAL ; ESTETICA ; GENERAL ; FILOSOFIA CONTEMPORANEA"
72200090;2019;DOCTORADO;"ECONOMIA INTERNACIONAL ; INVERSION EXTERIOR"
72200095;2019;DOCTORADO;"TECNOLOGIA DE MATERIALES ; MATERIALES METALOCERAMICOS (CERMETS) ; TECNOLOGIA DE MATERIALES ; PROPIEDADES DE LOS MATERIALES ; TECNOLOGIA ENERGETICA  ; FUENTES NO CONVENCIONALES DE ENERGIA "
72200104;2019;DOCTORADO;"ECONOMIA INTERNACIONAL ; BALANZA DE PAGOS ; ECONOMIA INTERNACIONAL ; FINANCIACION INTERNACIONAL"
72200108;2019;DOCTORADO;"POLITICAS PUBLICAS ; POLITICA SOCIAL ; POLITICAS PUBLICAS ; POBREZA"
72200109;2019;DOCTORADO;"TECNOLOGIA ENERGETICA  ; FUENTES NO CONVENCIONALES DE ENERGIA "
72200124;2019;DOCTORADO;"FARMACOLOGIA  ; EVALUACION DE MEDICAMENTOS"
72200146;2019;DOCTORADO;"CIENCIAS CLINICAS ; GINECOLOGIA ; CIENCIAS CLINICAS ; OBSTETRICIA ; CIENCIAS CLINICAS ; NEONATOLOGIA"
72200178;2019;DOCTORADO;"OCEANOGRAFIA ; OCEANOGRAFIA FISICA  ; OCEANOGRAFIA ; INTERACCIONES MAR;AIRE  ; OCEANOGRAFIA ; PROCESOS LITORALES O SUBLITORALES"
72200182;2019;DOCTORADO;"SOCIOLOGIA DE LA EDUCACION ; ADMINISTRACION EDUCACIONAL ; CALIDAD DE LA EDUCACION ; POLITICAS PUBLICAS ; POLITICA EDUCATIVA"
72200184;2019;DOCTORADO;"TEORIA Y METODOS EDUCATIVOS ; METODOS PEDAGOGICOS  ; NIVELES EDUCACIONALES ; EDUCACION MEDIA"
72200200;2019;DOCTORADO;"INVESTIGACION OPERATIVA ; OPTIMIZACION ; TECNOLOGIA MINERA  ; SERVICIOS MINEROS ; TECNOLOGIA MINERA  ; PRODUCTOS DE LAS CANTERAS"
72200207;2019;DOCTORADO;"HISTORIA DE PAISES ; HISTORIA HISPONAMERICANA (AMERICA LATINA) ; HISTORIA POR EPOCAS ; HISTORIA CONTEMPORANEA"
72200223;2019;DOCTORADO;"TEORIA Y METODOS EDUCATIVOS ; DESARROLLO DEL PROGRAMA DE ESTUDIOS ; TEORIA Y METODOS EDUCATIVOS ; TECNOLOGIAS DE LA INFORMACION Y COMUNICACION ; ORGANIZACION Y PLANIFICACION DE LA EDUCACION ; EDUCACION DE ADULTOS"
72200226;2019;DOCTORADO;"PSICOLOGIA EVOLUTIVA / DEL DESARROLLO ;  PSICOLOGIA DE LA VEJEZ ; PSICOLOGIA SOCIAL / COMUNITARIA / ECONOMICA ; PROCESOS DE GRUPOS"
72200234;2019;DOCTORADO;"DOCTRINAS FILOSOFICAS ; GENERAL ; ESTUDIOS LATINOAMERICANOS"
72200241;2019;DOCTORADO;"PSICOLOGIA SOCIAL / COMUNITARIA / ECONOMICA ; MOVIMIENTOS SOCIALES Y COMPORTAMIENTO COLECTIVO ; PSICOLOGIA SOCIAL / COMUNITARIA / ECONOMICA ; TEORIA POSTCOLONIAL Y TEORIA CRITICA ; METODOLODIA DE LA INVESTIGACION EN PSICOLOGIA Y PSICOMETRIA ; INVESTIGACION CUALITATIVA"
72200244;2019;DOCTORADO;"PREPARACION Y EMPLEO DE PROFESORES ; PREPARACION DE PROFESORES ; FORMACION DOCENTE ; DESARROLLO PROFESIONAL DOCENTE ; PSICOLOGIA EDUCACIONAL Y ESCOLAR ; PSICOPEDAGOGIA  ; VIOLENCIA ESCOLAR"
72200257;2019;DOCTORADO;"PSICOLOGIA SOCIAL / COMUNITARIA / ECONOMICA ; TEORIA POSTCOLONIAL Y TEORIA CRITICA"
72200260;2019;DOCTORADO;"BIOLOGIA ANIMAL (ZOOLOGIA)  ; DESARROLLO ANIMAL ; BIOLOGIA ANIMAL (ZOOLOGIA)  ; ECOLOGIA ANIMAL ; BIOLOGIA ANIMAL (ZOOLOGIA)  ; FISIOLOGIA ANIMAL"
72200285;2019;DOCTORADO;"TEORIA Y METODOS EDUCATIVOS ; DESARROLLO DEL PROGRAMA DE ESTUDIOS ; TEORIA Y METODOS EDUCATIVOS ; TEORIAS EDUCATIVAS  ; TEORIA Y METODOS EDUCATIVOS ; METODOLOGIA DE INVESTIGACION PEDAGOGICA"
72200286;2019;DOCTORADO;"TEORIA Y METODOS EDUCATIVOS ; METODOS PEDAGOGICOS  ; TEORIA Y METODOS EDUCATIVOS ; METODOLOGIA DE INVESTIGACION PEDAGOGICA ; TEORIA Y METODOS EDUCATIVOS ; EDUCACION MORAL"
72200302;2019;DOCTORADO;"TECNOLOGIA DE LA CONSTRUCCION  ; GRANDES EDIFICIOS Y RASCACIELOS ; TECNOLOGIA DE LA CONSTRUCCION  ; INGENIERIA DE ESTRUCTURAS ; TECNOLOGIA DE LA CONSTRUCCION  ; RESISTENCIA DE ESTRUCTURAS"
72200309;2019;DOCTORADO;"CIENCIAS AMBIENTALES ; GESTION DE ESPACIOS NATURALES PROTEGIDOS ; CIENCIAS AMBIENTALES ; CIENCIAS MULTIDISCIPLINARIAS E INTERDISCIPLINARIAS ; CIENCIA FORESTAL  ; CONSERVACION"
