CODIGO_BECA;AGNO_FALLO;TIPO_INSTRUMENTO;PALABRAS_CLAVE
72170401;2016;DOCTORADO;"FARMACOLOGIA  ; ANALISIS DE MEDICAMENTOS"
72180099;2017;DOCTORADO;"LINGÜISTICA APLICADA ; LENGUA Y LITERATURA ; LINGUISTICA APLICADA ; DIDACTICA DEL INGLES ; LINGÜISTICA SINCRONICA ; ESTILISTICA (ESTILO Y RETORICA) "
72190015;2018;DOCTORADO;"SALUD PUBLICA ; PREVENCION VIH"
72190198;2018;DOCTORADO;"NIVELES EDUCACIONALES ; ORGANIZACION Y PLANIFICACION DE LA EDUCACION ; NIVELES Y TEMAS DE EDUCACION ; ADMINISTRACION EDUCACIONAL ; CALIDAD DE LA EDUCACION"
72190205;2018;DOCTORADO;"INGENIERIA Y TECNOLOGIA QUIMICAS  ; PROCESOS QUIMICOS ; TECNOLOGIA DE LA INSTRUMENTACION ; INGENIERIA DE CONTROL ; TECNOLOGIA METALURGICA ; COBRE"
72190280;2018;DOCTORADO;"DIDACTICAS DE DISCIPLINAS ; DIDACTICA DE LA MATEMATICA"
72190309;2018;DOCTORADO;"GEOLOGIA ; YACIMIENTOS MINERALES ; CIENCIAS AMBIENTALES ; VALORIZACION DE RECURSOS NATURALES ; CIENCIAS AMBIENTALES ; CIENCIAS MULTIDISCIPLINARIAS E INTERDISCIPLINARIAS"
72190467;2018;DOCTORADO;"MATEMATICA ; TEORIA DE LA PROBABILIDAD Y PROCESOS ESTOCASTICO ; MATEMATICA ; ESTADISTICA ; MATEMATICA DE LA COMPUTACION ; PROBABILIDAD Y ESTADISTICA"
72200267;2019;DOCTORADO;"LINGUISTICA APLICADA ; TRADUCCION ; LITERATURA ; TRADUCCION LITERARIA ; LITERATURA ; ESTUDIOS LITERARIOS Y  CULTURALES"
72210174;2020;DOCTORADO;"INGENIERIA INDUSTRIAL ; INDUSTRIAL RELATIONS ; INGENIERIA INDUSTRIAL ; OPERACION RESEARCH ; INGENIERIA INDUSTRIAL ; RESEARCH INICIATIVES"
72210175;2020;DOCTORADO;"SOCIOLOGIA DE LA EDUCACION ; ANTROPOLOGIA SOCIAL ; ANTROPOLOGIA EDUCACIONAL"
72210187;2020;DOCTORADO;SOCIOLOGIA DE LA EDUCACION
72220018;2022;DOCTORADO;"TECNOLOGIA DE LA CONSTRUCCION  ; INGENIERIA CIVIL ; TECNOLOGIA DE LA CONSTRUCCION  ; INGENIERIA DE ESTRUCTURAS ; TECNOLOGIA DE LA CONSTRUCCION  ; RESISTENCIA DE ESTRUCTURAS"
21150266;2015;DOCTORADO;"QUIMICA AMBIENTAL ; BIOQUIMICA"
21150323;2015;DOCTORADO;FISICA TEORICA
21150334;2015;DOCTORADO;"ECOLOGIA VEGETAL ; FISIOLOGIA VEGETAL ; CONSERVACION"
21150415;2015;DOCTORADO;GALAXIAS
21150640;2015;DOCTORADO;"ECOLOGIA ANIMAL ; ORNITOLOGIA"
21150680;2015;DOCTORADO;"GEOQUIMICA DE LAS ALTAS TEMPERATURAS ; MINERALOGIA ; PETROLOGIA IGNEA Y METAMORFICA"
21151143;2015;DOCTORADO;ECOLOGIA ANIMAL
21151249;2015;DOCTORADO;"ECOLOGIA ANIMAL ; ISOTOPOS ESTABLES ; OCEANOGRAFIA BIOLOGICA"
21151252;2015;DOCTORADO;"CULTIVO CELULAR ; BIOLOGIA MOLECULAR DE MICROORGANISMOS ; ONCOLOGIA"
21151482;2015;DOCTORADO;"ANTIBIOTICOS ; PISCICULTURA"
21151521;2015;DOCTORADO;DOCTRINAS FILOSOFICAS
21151548;2015;DOCTORADO;PREPARACION DE PROFESORES
21160061;2016;DOCTORADO;"BIOLOGIA CELULAR ; CULTIVO CELULAR ; BIOLOGIA MOLECULAR  ; BIOLOGIA MOLECULAR DE PECES ; TECNOLOGIA BIOQUIMICA  ; TECNOLOGIA DE LOS ANTIBIOTICOS "
21160126;2016;DOCTORADO;"TECNOLOGIA DE LOS ALIMENTOS  ; ANTIOXIDANTES EN LOS ALIMENTOS ; TECNOLOGIA DE LOS ALIMENTOS  ; PROPIEDADES DE LOS ALIMENTOS ; TECNOLOGIA DE LOS ALIMENTOS  ; TECNOLOGIA DE ALIMENTOS TRANSMISION DE CALOR"
21160335;2016;DOCTORADO;"TECNOLOGIA DE LOS ALIMENTOS  ; ANTIOXIDANTES EN LOS ALIMENTOS ; TECNOLOGIA DE LOS ALIMENTOS  ; PROPIEDADES DE LOS ALIMENTOS"
21160387;2016;DOCTORADO;"BIOLOGIA ANIMAL (ZOOLOGIA)  ; COMPORTAMIENTO ANIMAL"
21160455;2016;DOCTORADO;"TECNOLOGIA DE LOS ALIMENTOS  ; ANTIOXIDANTES EN LOS ALIMENTOS ; TECNOLOGIA DE LOS ALIMENTOS  ; CONSERVACION DE ALIMENTOS ; TECNOLOGIA DE LOS ALIMENTOS  ; MICROBIOLOGIA DE ALIMENTOS"
21160483;2016;DOCTORADO;"GENETICA  ; GENETICA DE POBLACIONES "
21160534;2016;DOCTORADO;"TEORIA, ANALISIS Y CRITICA LITERARIAS ; CRITICA DE TEXTOS"
21160591;2016;DOCTORADO;"TEORIA, ANALISIS Y CRITICA LITERARIAS ; ANALISIS LITERARIO"
21160944;2016;DOCTORADO;"LINGÜISTICA APLICADA ; ENSEÑANZA DE LENGUAS ; LINGUISTICA APLICADA ; ANALISIS DEL DISCURSO ; LINGUISTICA APLICADA ;  ALFABETIZACION Y LECTURA"
21160980;2016;DOCTORADO;"INMUNOLOGIA  ; INMUNIZACION"
21161049;2016;DOCTORADO;"TECNOLOGIA DE LOS ALIMENTOS  ; CONSERVACION DE ALIMENTOS ; TECNOLOGIA DE LOS ALIMENTOS  ; PROPIEDADES DE LOS ALIMENTOS ; TECNOLOGIA DE LOS ALIMENTOS  ; TECNOLOGIA DE ALIMENTOS TRANSMISION DE CALOR"
21161297;2016;DOCTORADO;"BIOLOGIA VEGETAL (BOTANICA)  ; BIOLOGIA MARINA  ; BIOLOGIA VEGETAL (BOTANICA)  ; ALGOLOGIA (FICOLOGIA) ; BIOLOGIA VEGETAL (BOTANICA)  ; FISIOLOGIA VEGETAL"
21161303;2016;DOCTORADO;"BIOLOGIA MOLECULAR  ; EXPRESION GENETICA"
21161355;2016;DOCTORADO;"MICROBIOLOGIA  ; PROCESOS MICROBIANOS  ; BIOLOGIA MOLECULAR  ; BIOLOGIA MOLECULAR DE MICROORGANISMOS ; TECNOLOGIA BIOQUIMICA  ; INGENIERIA BIOQUIMICA"
21161632;2016;DOCTORADO;"TECNOLOGIA DE LOS ALIMENTOS  ; ANTIOXIDANTES EN LOS ALIMENTOS ; TECNOLOGIA DE LOS ALIMENTOS  ; CONSERVACION DE ALIMENTOS ; TECNOLOGIA DE LOS ALIMENTOS  ; PROPIEDADES DE LOS ALIMENTOS"
21161653;2016;DOCTORADO;"TECNOLOGIA DE LOS ALIMENTOS  ; ANTIOXIDANTES EN LOS ALIMENTOS ; TECNOLOGIA DE LOS ALIMENTOS  ; CONSERVACION DE ALIMENTOS"
21161718;2016;DOCTORADO;"TECNOLOGIA DE LOS ALIMENTOS  ; PROPIEDADES DE LOS ALIMENTOS"
21170169;2017;DOCTORADO;"BIOLOGIA ANIMAL (ZOOLOGIA)  ; ECOLOGIA ANIMAL"
21170330;2017;DOCTORADO;"BIOLOGIA VEGETAL (BOTANICA)  ; ALGOLOGIA (FICOLOGIA) ; BIOLOGIA VEGETAL (BOTANICA)  ; FISIOLOGIA VEGETAL ; CIENCIAS AMBIENTALES ; VALORIZACION DE RECURSOS NATURALES"
21170856;2017;DOCTORADO;"CIENCIAS AMBIENTALES ; CAMBIO CLIMATICO ; GEOGRAFIA ECONOMICA ; UTILIZACION DE LA TIERRA "
21171220;2017;DOCTORADO;"BIOLOGIA ANIMAL (ZOOLOGIA)  ; ECOLOGIA ANIMAL ; FAUNA SILVESTRE  ; DINAMICA DE LAS POBLACIONES ; FAUNA SILVESTRE  ; ORDENACION Y CONSERVACION DE LA FAUNA SILVESTRE"
21171325;2017;DOCTORADO;"BIOLOGIA ANIMAL (ZOOLOGIA)  ; ECOLOGIA ANIMAL ; CIENCIAS AMBIENTALES ; GESTION DE ESPACIOS NATURALES PROTEGIDOS ; CIENCIAS AMBIENTALES ; VALORIZACION DE RECURSOS NATURALES"
21171416;2017;DOCTORADO;"BIOLOGIA ANIMAL (ZOOLOGIA)  ; ECOLOGIA ANIMAL"
21180059;2018;DOCTORADO;"BIOLOGIA VEGETAL (BOTANICA)  ; BIOLOGIA MARINA  ; BIOLOGIA VEGETAL (BOTANICA)  ; ALGOLOGIA (FICOLOGIA)"
21180114;2018;DOCTORADO;"GEOQUIMICA ; GEOCRONOLOGIA Y RADIOISOTOPOS ; GEOLOGIA ; GEOMORFOLOGIA ; GEOLOGIA ; YACIMIENTOS MINERALES"
21180217;2018;DOCTORADO;"TECNOLOGIA E INGENIERIA MECANICAS ; TECNOLOGIA DE LOS ALIMENTOS  ; TECNOLOGIA DE ALIMENTOS TRANSMISION DE CALOR"
21180487;2018;DOCTORADO;"TECNOLOGIA DE LOS ALIMENTOS  ; ANTIOXIDANTES EN LOS ALIMENTOS ; TECNOLOGIA DE LOS ALIMENTOS  ; PROPIEDADES DE LOS ALIMENTOS ; TECNOLOGIA DE LOS ALIMENTOS  ; TECNOLOGIA DE ALIMENTOS TRANSMISION DE CALOR"
21181138;2018;DOCTORADO;"QUIMICA INORGANICA  ; COMPUESTOS DE COORDINACION ; QUIMICA FISICA  ; QUIMICA FISICA "
21181194;2018;DOCTORADO;"TECNOLOGIA BIOQUIMICA  ; INGENIERIA BIOQUIMICA ; TECNOLOGIA DE LOS ALIMENTOS  ; ALIMENTOS PROTEINICOS "
21181260;2018;DOCTORADO;"BIOLOGIA ANIMAL (ZOOLOGIA)  ; COMPORTAMIENTO ANIMAL ; BIOLOGIA VEGETAL (BOTANICA)  ; ECOLOGIA VEGETAL"
21181771;2018;DOCTORADO;"INGENIERIA INDUSTRIAL ; OPERACION RESEARCH ; ORGANIZACION Y DIRECCION DE EMPRESAS  ; INVESTIGACION OPERATIVA ; ORGANIZACION Y DIRECCION DE EMPRESAS  ; ORGANIZACION DE LA PRODUCCION "
21181806;2018;DOCTORADO;"OCEANOGRAFIA ; PROCESOS LITORALES O SUBLITORALES ; CIENCIAS AMBIENTALES ; EDUCACION AMBIENTAL ; CIENCIAS AMBIENTALES ; CIENCIAS MULTIDISCIPLINARIAS E INTERDISCIPLINARIAS"
21181931;2018;DOCTORADO;"BIOLOGIA ANIMAL (ZOOLOGIA)  ; COMPORTAMIENTO ANIMAL ; BIOLOGIA ANIMAL (ZOOLOGIA)  ; ECOLOGIA ANIMAL"
21182016;2018;DOCTORADO;"TECNOLOGIA DE LA CONSTRUCCION  ; DISEÑO ARQUITECTONICO  ; TECNOLOGIA DE LA CONSTRUCCION  ; TRANSMISION DE CALOR EN LA EDIFICACION"
21182022;2018;DOCTORADO;"PRODUCCION ANIMAL ; BOVINOS ; CIENCIAS VETERINARIAS  ; INMUNOLOGIA  ; CIENCIAS VETERINARIAS  ; ENFERMEDADES INFECCIONSAS BACTERIANAS"
21190608;2019;DOCTORADO;"BIOLOGIA ANIMAL (ZOOLOGIA)  ; ECOLOGIA ANIMAL ; FAUNA SILVESTRE  ; INFLUENCIA DEL HABITAT ; FAUNA SILVESTRE  ; PROPAGACION Y ORDENACION"
21191521;2019;DOCTORADO;"PECES   ; PISCICULTURA ; PECES   ; PROTECCION DE LOS PECES ; CIENCIAS VETERINARIAS  ; MICROBIOLOGIA "
21191656;2019;DOCTORADO;"INGENIERIA AGRICOLA ; GEOGRAFIA  ; GEOGRAFIA DE LOS RECURSOS NATURALES ; AGRONOMIA  ; "
21191938;2019;DOCTORADO;"GALAXIAS ; GRUPOS  GENERALES ; GALAXIAS ; EVOLUCION ; GALAXIAS ; LA FORMACION"
21192012;2019;DOCTORADO;"MICROBIOLOGIA  ; METABOLISMO BACTERIANO ; MICROBIOLOGIA  ; METABOLISMO MICROBIANO ; BIOLOGIA MOLECULAR  ; GENOMICA"
21192082;2019;DOCTORADO;"NEUROCIENCIAS ; NEUROFISIOLOGIA ; NEUROCIENCIAS ; NEUROQUIMICA ; FARMACOLOGIA  ; FITOFARMACOS"
21200173;2020;DOCTORADO;"BIOLOGIA ANIMAL (ZOOLOGIA)  ; ECOLOGIA ANIMAL ; ANTROPOLOGIA (FISICA)  ; ETNOLOGIA ; ETNOGRAFIA Y ETNOLOGIA ; PESCA"
21200765;2020;DOCTORADO;"BIOLOGIA ANIMAL (ZOOLOGIA)  ; ECOLOGIA ANIMAL ; OCEANOGRAFIA ; ZOOLOGIA MARINA "
21201285;2020;DOCTORADO;"BIOLOGIA VEGETAL (BOTANICA)  ; ECOLOGIA VEGETAL ; HORTICULTURA ; FRUTICULTURA ; CIENCIA FORESTAL  ; CONSERVACION"
21201692;2020;DOCTORADO;"QUIMICA FISICA  ; QUIMICA FISICA "
21201745;2020;DOCTORADO;"PSICOLOGIA EDUCACIONAL Y ESCOLAR ; PSICOPEDAGOGIA  ; PSICOLINGÜISTICA "
21201788;2020;DOCTORADO;"TECNOLOGIA BIOQUIMICA  ; INGENIERIA BIOQUIMICA ; INGENIERIA Y TECNOLOGIA QUIMICAS  ; TECNOLOGIA DE LA CATALISIS"
21201935;2020;DOCTORADO;"DERECHO CONSTITUCIONAL ; DEMOCRACIA Y PARTICIPACION ; DERECHO CONSTITUCIONAL ; DERECHOS FUNDAMENTALES"
21202304;2020;DOCTORADO;"SISTEMAS PLANETARIOS ; DISCOS PROTOPLANETARIOS"
21210126;2021;DOCTORADO;"INGENIERIA Y TECNOLOGIA DEL MEDIO AMBIENTE ; ELIMINACION DE RESIDUOS"
21210139;2021;DOCTORADO;"TECNOLOGIA DE LOS ALIMENTOS  ; PROPIEDADES DE LOS ALIMENTOS ; TECNOLOGIA DE LOS ALIMENTOS  ; REFRIGERACION  ; TECNOLOGIA DE LOS ALIMENTOS  ; TECNOLOGIA DE ALIMENTOS TRANSMISION DE CALOR"
21210237;2021;DOCTORADO;"BIOLOGIA MOLECULAR  ; BIOLOGIA MOLECULAR DE MICROORGANISMOS"
21210335;2021;DOCTORADO;"TECNOLOGIA E INGENIERIA MECANICAS ; INGENIERIA Y TECNOLOGIA AERONAUTICAS ; AERODINAMICA"
21210339;2021;DOCTORADO;"GEOLOGIA ; GEOLOGIA APLICADA A LA INGENIERIA ; GEOLOGIA ; MECANICA DE ROCAS ; GEOLOGIA ; GEOLOGIA ESTRUCTURAL"
21210732;2021;DOCTORADO;"INSTRUMENTACION () ; INSTRUMENTACION  ESPECTROGRAFOS ; INSTRUMENTACION () ; CONTAMINACION LUMINICA ; BASES DE DATOS ASTRONOMICOS ; BASES DE DATOS ASTRONOMICOS  DIVERSO"
21210758;2021;DOCTORADO;"HISTORIA GENERAL ; HISTORIA REGIONAL ; HISTORIA DE PAISES ; HISTORIA LOCAL_HISTORIA URBANA ; HISTORIA POR ESPECIALIDADES ; HISTORIA DE LAS RELIGIONES "
21210781;2021;DOCTORADO;"MECANICA ; MECANICA DE FLUIDOS  ; TERMODINAMICA ; FISICA DE LA TRANSMISION DEL CALOR ; HIDROLOGIA  ; GLACIOLOGIA "
21210900;2021;DOCTORADO;"BIOLOGIA MOLECULAR  ; EXPRESION GENETICA ; OTRAS ESPECIALIDADES BIOLOGICAS ; BIOLOGIA DEL CANCER"
21210918;2021;DOCTORADO;"GEOLOGIA ; HIDROGEOLOGIA  ; HIDROLOGIA  ; AGUAS SUBTERRANEAS ; HIDROLOGIA  ; SUELO HELADO (PERMAFROST)"
21211089;2021;DOCTORADO;"TECNOLOGIA DE LOS ALIMENTOS  ; PROPIEDADES DE LOS ALIMENTOS ; TECNOLOGIA DE LOS ALIMENTOS  ; ALIMENTOS PROTEINICOS "
21211151;2021;DOCTORADO;"MICROBIOLOGIA  ; METABOLISMO MICROBIANO"
21211323;2021;DOCTORADO;"INSTRUMENTACION () ; METODOS  ANALISIS DE DATOS ; BASES DE DATOS ASTRONOMICOS ; BASES DE DATOS ASTRONOMICOS  DIVERSO ; ESTRELLAS ; VARIABLES  GENERAL"
21211327;2021;DOCTORADO;"ANTROPOLOGIA  AREAS Y TEMATICAS ; RELACIONES CULTURALES ; SOCIOLOGIA POLITICA ; PUEBLOS ORIGINARIOS ; SOCIOLOGIA CULTURAL ; FOLKLORE"
21211381;2021;DOCTORADO;"GALAXIAS ; HALOS ; GALAXIAS ; CINEMATICA Y DINAMICA ; GALAXIAS ; ESPIRAL"
21211434;2021;DOCTORADO;"MECANICA ; MECANICA DE FLUIDOS  ; TERMODINAMICA ; FISICA DE LA TRANSMISION DEL CALOR ; TERMODINAMICA ; CAMBIO DE FASE"
21211435;2021;DOCTORADO;"QUIMICA ANALITICA ; ANALISIS CROMATOGRAFICO ; MICROBIOLOGIA  ; PROCESOS MICROBIANOS  ; BIOLOGIA VEGETAL (BOTANICA)  ; BOTANICA GENERAL"
21211438;2021;DOCTORADO;"PSICOLOGIA SOCIAL / COMUNITARIA / ECONOMICA ; PROCESOS IDENTITARIOS ; PSICOLOGIA SOCIAL / COMUNITARIA / ECONOMICA ; PROCESOS DE GRUPOS ; PSICOLOGIA Y POLITICAS PUBLICAS ; POLITICA GUBERNAMENTAL "
21211451;2021;DOCTORADO;"TECNOLOGIA E INGENIERIA MECANICAS ; TERMODINAMICA ; FENOMENOS DE TRANSPORTE ; TECNOLOGIA DE MATERIALES ; MATERIAL DE CONSTRUCCION "
21211570;2021;DOCTORADO;"MATEMATICA ; ECUACIONES DIFERENCIALES PARCIALES ( PDE )"
21211648;2021;DOCTORADO;"GALAXIAS ; EVOLUCION ; GALAXIAS ; ESTRUCTURA ; COSMOLOGIA ; ESTRUCTURA A GRAN ESCALA DEL UNIVERSO"
21211925;2021;DOCTORADO;"PSICOLOGIA E/N/PF/PB/PBB ; ANALISIS EXPERIMENTAL DE LA CONDUCTA ; PSICOLOGIA E/N/PF/PB/PBB ; PROCESOS MENTALES ; PSICOLOGIA E/N/PF/PB/PBB ; PROCESOS PSICOLOGICOS BASICOS"
21212182;2021;DOCTORADO;"BIOLOGIA VEGETAL (BOTANICA)  ; ECOLOGIA VEGETAL"
21212212;2021;DOCTORADO;"INVESTIGACION OPERATIVA ; OPTIMIZACION"
21212224;2021;DOCTORADO;"BIOLOGIA ANIMAL (ZOOLOGIA)  ; ECOLOGIA ANIMAL ; BIOLOGIA ANIMAL (ZOOLOGIA)  ; MAMIFEROS ; GENETICA  ; GENETICA DE POBLACIONES "
21212268;2021;DOCTORADO;"COSMOLOGIA ; OBSERVACIONES ; COSMOLOGIA ; TEORIA ; COSMOLOGIA ; LA ENERGIA OSCURA"
21212319;2021;DOCTORADO;"BASES DE DATOS ASTRONOMICOS ; CATALOGOS ; COSMOLOGIA ; ESTRUCTURA A GRAN ESCALA DEL UNIVERSO"
21212320;2021;DOCTORADO;TECNOLOGIA E INGENIERIA MECANICAS
21220138;2022;DOCTORADO;"ESTRELLAS ; ABUNDANCIAS ; LA GALAXIA ; CENTRO ; LA GALAXIA ; CUMULOS GLOBULARES  GENERAL"
21220275;2022;DOCTORADO;"BIOLOGIA ANIMAL (ZOOLOGIA)  ; ECOLOGIA ANIMAL ; FAUNA SILVESTRE  ; INFLUENCIA DEL HABITAT"
21220413;2022;DOCTORADO;"TECNOLOGIA DE LA CONSTRUCCION  ; VIVIENDAS ; TECNOLOGIA DE LA CONSTRUCCION  ; TRANSMISION DE CALOR EN LA EDIFICACION ; TECNOLOGIA ENERGETICA  ; FUENTES NO CONVENCIONALES DE ENERGIA "
21220565;2022;DOCTORADO;"QUIMICA AMBIENTAL ; CIENCIAS AMBIENTALES ; CIENCIAS MULTIDISCIPLINARIAS E INTERDISCIPLINARIAS"
21220689;2022;DOCTORADO;"BIOLOGIA VEGETAL (BOTANICA)  ; ECOLOGIA VEGETAL"
21220774;2022;DOCTORADO;"ETOLOGIA ; INSECTOS  ; BIOLOGIA DE INSECTOS (ENTOMOLOGIA)  ; ECOLOGIA DE LOS INSECTOS ; BIOLOGIA VEGETAL (BOTANICA)  ; ECOLOGIA VEGETAL"
21220782;2022;DOCTORADO;"BIOLOGIA CELULAR ; CITOGENETICA ; BIOLOGIA VEGETAL (BOTANICA)  ; PTERIDOLOGIA"
21220806;2022;DOCTORADO;"GALAXIAS ; GALAXIAS ENANAS ; GALAXIAS ; EVOLUCION ; GALAXIAS ; HALOS"
21220925;2022;DOCTORADO;"GALAXIAS ; ABUNDANCIAS ; GALAXIAS ; GRUPOS  GENERALES ; GALAXIAS ; GENERAL"
21221152;2022;DOCTORADO;"ESTRELLAS ; FORMACION ; ESTRELLAS ; LOS PARAMETROS FUNDAMENTALES ; ESTRELLAS ; LOS MASIVOS"
21221266;2022;DOCTORADO;"FISICA DE FLUIDOS ; MECANICA DE FLUIDOS  ; METEOROLOGIA  ; MICROMETEOROLOGIA ; METEOROLOGIA  ; PREDICCION OPERACIONAL METEOROLOGICA"
21221382;2022;DOCTORADO;"BIOLOGIA ANIMAL (ZOOLOGIA)  ; ECOLOGIA ANIMAL ; BIOLOGIA ANIMAL (ZOOLOGIA)  ; INVERTEBRADOS ; BIOLOGIA ANIMAL (ZOOLOGIA)  ; INVERTEBRADOS NO INSECTOS"
21221446;2022;DOCTORADO;"ESTRELLAS ; LOS MASIVOS ; ESTRELLAS ; (ESTRELLAS SUPERGIGANTES  ) ; LA GALAXIA ; CONTENIDO ESTELAR"
21221745;2022;DOCTORADO;"TECNOLOGIA DE LOS ALIMENTOS  ; ANTIOXIDANTES EN LOS ALIMENTOS ; TECNOLOGIA DE LOS ALIMENTOS  ; BIOQUIMICA Y MICROBIOLOGIA DE LOS PROCESOS FERMENTATIVOS"
21221776;2022;DOCTORADO;"GALAXIAS ; EVOLUCION ; GALAXIAS ; ESPIRAL ; GALAXIAS ; ESTRUCTURA"
21221853;2022;DOCTORADO;"INGENIERIA Y TECNOLOGIA DEL MEDIO AMBIENTE ; RESIDUOS INDUSTRIALES ; TECNOLOGIA DE LOS ALIMENTOS  ; ANTIOXIDANTES EN LOS ALIMENTOS ; PROCESOS TECNOLOGICOS ; EXTRACCION SOLIDO;LIQUIDO"
21222130;2022;DOCTORADO;"METEOROLOGIA  ; PREDICCION OPERACIONAL METEOROLOGICA"
72160239;2015;DOCTORADO;"GENETICA  ; GENETICA MOLECULAR DE PLANTAS ; BIOLOGIA MOLECULAR  ; BIOLOGIA MOLECULAR DE PLANTAS ; BIOLOGIA VEGETAL (BOTANICA)  ; GENETICA VEGETAL"
72160271;2015;DOCTORADO;"PALEONTOLOGIA ; PALEONTOLOGIA ANIMAL ; PALEONTOLOGIA ; PALEONTOLOGIA DE LOS VERTEBRADOS ; GEOLOGIA ; ESTRATIGRAFIA "
72170244;2016;DOCTORADO;"LINGUISTICA APLICADA ; DIDACTICA DEL INGLES"
72170382;2016;DOCTORADO;"TECNOLOGIA E INGENIERIA MECANICAS ; TECNOLOGIA ENERGETICA  ; FUENTES NO CONVENCIONALES DE ENERGIA "
72170387;2016;DOCTORADO;"HISTORIA POR ESPECIALIDADES ; HISTORIA Y MEDICINA"
72170512;2016;DOCTORADO;"LITERATURA ; ESTUDIOS LITERARIOS Y  CULTURALES"
72170619;2016;DOCTORADO;"ESTRELLAS ; BINARIOS  ESPECTROSCOPICAS ; ESTRELLAS ; LOS DE TIPO TEMPRANO ; ESTRELLAS ; EVOLUCION"
72170673;2016;DOCTORADO;"ESTADO Y ADMINISTRACION PUBLICA ; MODERNIZACIOBN DE LA GESTION PUBLICA"
72180030;2017;DOCTORADO;"CIENCIAS DE LA NUTRICION  ; ENFERMEDADES DE LA NUTRICION ; DIDACTICAS DE DISCIPLINAS ; DIDACTICA UNIVERSITARIA ; NIVELES EDUCACIONALES ; EDUCACION SUPERIOR"
72180231;2017;DOCTORADO;"TECNOLOGIA DE LA CONSTRUCCION  ; INGENIERIA CIVIL ; TECNOLOGIA DE LA CONSTRUCCION  ; PRESAS ; TECNOLOGIA DE LA CONSTRUCCION  ; MECANICA DEL SUELO (CONSTRUCCION)"
72180292;2017;DOCTORADO;"TEORIA Y METODOS EDUCATIVOS ; OTRAS (ESPECIFICAR) ; POLITICAS PUBLICAS ; POLITICA DEL MEDIO AMBIENTE"
72180323;2017;DOCTORADO;"GEOLOGIA ; GEOLOGIA AMBIENTAL"
72180345;2017;DOCTORADO;"ORGANIZACION Y PLANIFICACION DE LA EDUCACION ; ORGANIZACION Y DIRECCION DE LAS INSTITUCIONES EDUCATIVAS ; ADMINISTRACION EDUCACIONAL ; EVALUACION INSTITUCIONAL ; ADMINISTRACION EDUCACIONAL ; CALIDAD DE LA EDUCACION"
72180530;2017;DOCTORADO;"LITERATURA ;  LITERATURA HISPANOAMERICANA ; LITERATURA ; LITERATURA CHILENA ; LITERATURA ; POESIA"
72180602;2017;DOCTORADO;"SOCIOLOGIA DE LA EDUCACION ; ORGANIZACION Y PLANIFICACION DE LA EDUCACION ; ORGANIZACION Y DIRECCION DE LAS INSTITUCIONES EDUCATIVAS ; PSICOLOGIA EDUCACIONAL Y ESCOLAR ; PSICOPEDAGOGIA  ; EVALUACION DE SISTEMAS ESCOLARES"
72180617;2017;DOCTORADO;"MICROBIOLOGIA  ; PROCESOS MICROBIANOS  ; BIOLOGIA MOLECULAR  ; BIOLOGIA MOLECULAR DE MICROORGANISMOS"
72190023;2018;DOCTORADO;"TECNOLOGIA E INGENIERIA MECANICAS ; TECNOLOGIA DE MATERIALES ; PROPIEDADES DE LOS MATERIALES ; TECNOLOGIA DE MATERIALES ; ENSAYOS DE MATERIALES"
72190065;2018;DOCTORADO;"MATEMATICA ; OPTIMIZACION"
72190180;2018;DOCTORADO;"TECNOLOGIA DE MATERIALES ; ENSAYOS DE MATERIALES ; TECNOLOGIA METALURGICA ; PRODUCTOS METALURGICOS (ESPECIALES)"
72190342;2018;DOCTORADO;"FITOPATOLOGIA  ; CONTROL QUIMICO DE ENFERMEDADES ; FITOPATOLOGIA  ; HONGOS "
72190380;2018;DOCTORADO;"TECNOLOGIA MINERA  ; CONCENTRACION DE MENAS  ; PROCESOS TECNOLOGICOS ; SEDIMENTACION ; PROCESOS TECNOLOGICOS ; EXTRACCION SOLIDO;LIQUIDO"
72190671;2018;DOCTORADO;"ORGANIZACION Y PLANIFICACION DE LA EDUCACION ; NIVELES Y TEMAS DE EDUCACION ; DIDACTICAS DE DISCIPLINAS ; DIDACTICA DE LA MATEMATICA"
72200045;2019;DOCTORADO;"FISICA DE FLUIDOS ; MECANICA DE FLUIDOS  ; FISICA DE FLUIDOS ; LIQUIDOS  ; BIOFISICA ; FISICA MEDICA"
72200098;2019;DOCTORADO;"TECNOLOGIA DE LA CONSTRUCCION  ; INGENIERIA CIVIL ; TECNOLOGIA DE LA CONSTRUCCION  ; ORGANIZACION DE OBRAS"
72200157;2019;DOCTORADO;"PATOLOGIA ; PATOLOGIA CARDIOVASCULAR "
72200158;2019;DOCTORADO;"TECNOLOGIA E INGENIERIA MECANICAS ; METODOLOGIAS DE COMPUTACION ; INTELIGENCIA ARTIFICIAL ; APRENDIZAJE ; TECNOLOGIA INDUSTRIAL  ; INGENIERIA DE MANTENIMIENTO "
72200230;2019;DOCTORADO;"BIOLOGIA MOLECULAR  ; BIOLOGIA MOLECULAR DE PLANTAS"
72200315;2019;DOCTORADO;"DERECHO ADMINISTRATIVO ; DERECHO CONSTITUCIONAL ; DEMOCRACIA Y PARTICIPACION"
