PROGRAMA;CONCURSO;FOLIO;PALABRAS_CLAVES
FONDECYT;FONDECYT de Iniciación 2017;11170804;"ACCIONES EDUCATIVAS CON LIBROS;EDUCACIÓN PARVULARIA;SIGNOS COMUNICATIVOS"
FONDECYT;FONDECYT de Iniciación 2016;11160615;"ACCIONES REALES;REIVINDICACIÓN;POSESIÓN"
FONDECYT;FONDECYT Regular 2018;1180457;"ACCRETION;AGE;METAMORPHISM"
FONDECYT;FONDECYT de Postdoctorado 2020;3200363;"ACEITE DE CANOLA;OLEOGEL;HIDROGEL"
FONDECYT;FONDECYT de Postdoctorado 2017;3170516;"ACEITES ESENCIALES;MICROCAPSULACIÓN;CONTROL DE PLAGAS"
FONDECYT;FONDECYT de Iniciación 2018;11181211;"ACETATE;NUTRIENT PARTITIONING;DAIRY COW"
FONDECYT;FONDECYT Regular 2020;1200656;"ACETYLCHOLINE;MUSCARINIC RECEPTORS, ER-ALPHA;BREAST CARCINOGENESIS"
FONDECYT;FONDECYT de Iniciación 2018;11180314;"ACID MINE DRAINAGE;POLLUTED WATERS+;PHYSICAL CHEMICAL TREATMENT"
PAI;ATRACCIÓN DE CAPITAL HUMANO AVANZADO DEL EXTRANJERO, MODALIDAD ESTADÍAS CORTAS (MEC) – CONVOCATORIA 2016;PAI80160036;"ACIDEZ;TOXICIDAD;FOTOSÍNTESIS"
FONDECYT;FONDECYT de Postdoctorado 2017;3170732;"ACIDIFICATION ;UPWELLING;MICROBIAL"
FONDECYT;FONDECYT Regular 2018;1181251;"ACIDITHIOBACILLUS;POPULATION RESOLVED GENOMICS;EVOLUTIONARY ECOLOGY"
FONDECYT;FONDECYT de Iniciación 2018;11181084;"ACOSO MORAL;DISCRIMINACIÓN DE GÉNERO;TUTELA DE DERECHOS FUNDAMENTALES"
FONDECYT;FONDECYT Regular 2020;1201197;"ACOUSTIC COMMUNICATION;NEUROETHOLOGY;ANTHROPOGENIC NOISE"
FONDECYT;FONDECYT Regular 2017;1171110;"ACOUSTICAL INSULATION;SOUND ABSORBING MATERIALS;NOISE CONTROL IN BUILDINGS"
FONDECYT;FONDECYT de Iniciación en Investigación 2020;11200342;"ACQUI-HIRING;EMPLOYEE MOBILITY;HUMAN CAPITAL"
FONDECYT;FONDECYT Regular 2018;1180882;"ACTIVATION INDUCED DEAMINASE;FOLLICULAR LYMPHOMA;CHRONIC LYMPHOCYTIC LEUKEMIA"
FONDECYT;FONDECYT Regular 2020;1201748;"ACTIVE GALACTIC NUCLEI;BLACK HOLES;HOST GALAXIES"
FONDECYT;FONDECYT de Iniciación en Investigación 2019;11190853;"ACTIVE GALACTIC NUCLEI;HIGH-ENERGY ASTROPHYSICS;VARIABILITY"
FONDECYT;FONDECYT Regular 2019;1191124;"ACTIVE GALACTIC NUCLEI;MULTI-WAVELENGTH ASTRONOMY;GALAXY EVOLUTION"
FONDECYT;FONDECYT de Postdoctorado 2018;3180376;"ACTIVE GALACTIC NUCLEI;STAR FORMATION;GALAXY EVOLUTION"
FONDECYT;FONDECYT de Postdoctorado 2018;3180506;"ACTIVE GALACTIC NUCLEI;SUPERMASSIVE BLACK HOLES;AGN-GALAXY COEVOLUTION"
FONDECYT;FONDECYT de Postdoctorado 2020;3200250;"ACTIVE GALACTIC NUCLEI;TIME DOMAIN ASTRONOMY;ASTROSTATISTICS AND ASTROINFORMATICS"
FONDECYT;FONDECYT de Postdoctorado 2020;3200222;"ACTIVE GALACTIC NUCLEI;WIDE-FIELD SURVEYS;VARIABILITY"
FONDECYT;FONDECYT Regular 2016;1160463;"ACTIVE INGREDIENT;ENCAPSULATION PROCESS;DAIRY FOOD MATRIX"
FONDECYT;FONDECYT Regular 2018;1180791;"ACTIVE MATTER;NON-EQUILIBRIUM SYSTEMS;ACTIVE SUSPENSIONS"
FONDECYT;FONDECYT Regular 2020;1201301;"ACTIVE PACKAGING;PLA FOAMS;SUPERCRITICAL FLUID TECHNOLOGY"
FONDECYT;FONDECYT de Iniciación 2018;11180862;"ACTIVE PACKAGING;PLA;ALGINATE"
FONDECYT;FONDECYT Regular 2019;1190318;"ACTIVE SENSING;VISION;ELECTROPHYSIOLOGY"
FONDEF;SEXTO CONCURSO VALORIZACIÓN DE LA INVESTIGACIÓN EN LA UNIVERSIDAD 2016;VIU16P0015;"ACTIVIDAD CARDÍACA Y RESPIRATORIA;SENSORES NO INVASIVOS;ALARMAS"
FONDECYT;FONDECYT de Iniciación 2016;11160703;"ACTIVIDAD FÍSICA;EDUCACIÓN FÍSICA;COGNICIÓN"
PCI;ATRACCIÓN DE CAPITAL HUMANO AVANZADO DEL EXTRANJERO, MODALIDAD ESTADÍAS CORTAS (MEC) . CONVOCATORIA 2017;MEC80170087;"ACTIVIDAD FÍSICA;RENDIMIENTO COGNITIVO;SEDENTARISMO"
FONDECYT;FONDECYT de Postdoctorado 2018;3180228;"ACTIVISMOS ARTÍSTICOS Y LITERARIOS;RETÓRICAS DE LA RESISTENCIA;GENEALOGÍAS DESCOLONIZADORAS"
FONDECYT;FONDECYT de Postdoctorado 2018;3180537;"ACTO POÉTICO;PINTURA NO ALBERGADA;CAMPO EXPANDIDO"
FONDECYT;FONDECYT de Iniciación 2018;11180082;"ACTORES SOCIALES;POLÍTICAS DE VIVIENDA;PERIFERIAS URBANAS"
FONDECYT;FONDECYT de Iniciación en Investigación 2020;11200763;"ACTOS DE DESOBEDIENCIA;MILITARES;DICTADURA CHILENA"
FONDECYT;FONDECYT de Iniciación 2018;11181006;"ACUERDOS PRELIMINARES;NEGOCIACIONES PRECONTRACTUALES;FORMACIÓN DEL CONSENTIMIENTO"
FONDECYT;FONDECYT de Postdoctorado 2018;3180774;"ACULTURACION;INMIGRANTES;BIENESTAR"
FONDECYT;FONDECYT Regular 2017;1171618;"ACUTE CORONARY SYNDROME;AIR POLLUTION;EPIGENETIC"
FONDECYT;FONDECYT Regular 2018;1181792;"ACUTE MYELOID LEUKEMIA;BONE MARROW STROMA;EQUILIBRATIVE NUCLEOSIDE TRANSPORTER"
FONDECYT;FONDECYT de Postdoctorado 2020;3200970;"ACUTE MYOCARDIAL INFARCTION, SYSTOLIC LEFT VENTRICULAR DYSFUNCTION, HEART FAILURE;CIRCULATING CIRCRNAS;DIAGNOSTIC BIOMARKERS"
FONDECYT;FONDECYT Regular 2020;1200308;"ACUTE ON CHRONIC LIVER FAILURE;MESENCHYMAL STEM CELLS, 3D SPHEROID PRECONDITIONING;LIVER REGENERATION"
FONDECYT;FONDECYT Regular 2016;1161556;"ACUTE RESPIRATORY DISTRESS SYNDROME;EXTRACORPOREAL MEMBRANE OXYGENATION;SPONTANEOUS BREATHING"
FONDECYT;FONDECYT Regular 2019;1191315;"ACUTE RESPIRATORY DISTRESS SYNDROME;VENTILATOR INDUCED LUNG INJURY;MECHANICAL VENTILATION"
FONDECYT;FONDECYT Regular 2016;1161510;"ACUTE RESPIRATORY DISTRESS SYNDROME;VENTILATOR-INDUCE LUNG INJURY;SPONTANEOUS BREATHING"
FONDECYT;FONDECYT Regular 2017;1171810;"ACUTE RESPIRATORY FAILURE;SPONTANEOUS VENTILATION;ACUTE RESPIRATORY DISTRESS SYNDROME"
FONDECYT;FONDECYT de Iniciación en Investigación 2020;11200300;"ADAPTABILIDAD;FORMA ARQUITECTÓNICA;INUNDACIONES COSTERAS"
FONDECYT;FONDECYT de Postdoctorado 2020;3200742;"ADAPTACIÓN;SEQUÍA;FITOMEJORAMIENTO FISIOLÓGICO"
FONDECYT;FONDECYT de Iniciación 2017;11170323;"ADAPTATION TO THE CLIMATE CHANGE;WATER PRODUCTIVITY;WATER STRESS"
FONDECYT;FONDECYT de Iniciación en Investigación 2020;11200027;"ADAPTATION;GOVERNANCE;WATER MANAGEMENT"
FONDECYT;FONDECYT de Postdoctorado 2017;3170922;"ADAPTIVE MEASUREMENT;MAGNETOMETRY;COLOR CENTERS"
FONDECYT;FONDECYT Regular 2019;1190959;"ADAPTIVE OBSERVERS AND CONTROLLERS DESIGN;FRACTIONAL ORDER  SYSTEMS;STABILITY OF DYNAMICAL SYSTEMS"
FONDECYT;FONDECYT de Iniciación 2018;11181067;"ADAPTIVE OPTICS;INVERSE PROBLEM;OPTIMIZATION"
ASTRONOMIA;Fondo ASTRONOMIA QUIMAL 2019;QUIMAL190002;"ADAPTIVE OPTICS;WAVEFRONT SENSING;ASTRONOMY"
FONDECYT;FONDECYT Regular 2016;1160744;"ADAPTIVE STRATEGIES;HUMAN-ENVIRONMENT INTERACTION;PALAEOECOLOGY"
PCI;CONCURSO PARA PROYECTOS DE INVESTIGACIÓN CONJUNTA CONICYT– SOCIEDAD MAX PLANCK CONVOCATORIA 2019;MPG190023;"ADAPTIVE WETTING;BIOSCAFFOLDS;SUPERAMPHIPHOBIC SURFACES"
FONDECYT;FONDECYT de Iniciación en Investigación 2020;11201232;"ADDITIVE MANUFACTURING;SECONDARY ALUMINIUM ALLOYS;POWDER METALLURGY"
FONDECYT;FONDECYT Regular 2018;1180932;"ADHD;LOCUS COERULEUS - NOREPINEPHRINE SYSTEM;NEUROIMAGING"
FONDEF;PRIMER CONCURSO IDeA EN DOS ETAPAS TEMATICO EN ADULTO MAYOR 2016;ID16AM0007;"ADHERENCIA FARMACOLÓGICA;HIPERTENSION ARTERIAL;NARRATIVA TRANSMEDIA"
FONDECYT;FONDECYT de Postdoctorado 2019;3190155;"ADMINISTRACIÓN PÚBLICA;ESTADO NEO WEBERIANO;CONO SUR"
FONDECYT;FONDECYT de Iniciación en Investigación 2020;11201330;"ADOLESCENTES PRIVADAS DE LIBERTAD;DERECHO INTERNACIONAL DE LOS DERECHOS HUMANOS;PERSPECTIVA DE GÉNERO"
FONDECYT;FONDECYT de Iniciación 2016;11160067;"ADOPCIÓN DE TIC;TEORÍA DE DIFUSIÓN DE INNOVACIÓN;PYME"
FONDECYT;FONDECYT de Iniciación en Investigación 2020;11200491;"ADOPCIÓN;NIÑOS;CHILE"
FONDECYT;FONDECYT de Postdoctorado 2017;3170338;"ADOPCIONES;NARRATIVAS;ORÍGENES"
FONDECYT;FONDECYT de Iniciación 2018;11180334;"ADQUISICIÓN DE VOCABULARIO;ATENCIÓN VISUAL;APRENDIZAJE DE PALABRAS"
FONDECYT;FONDECYT Regular 2019;1190419;"ADRENAL ADENOMAS;CARDIOMETABOLIC RISK;ENDOCRINOLOGY"
FONDECYT;FONDECYT Regular 2019;1190346;"ADRENARCHE;DEVELOPMENT;METABOLISM"
FONDECYT;FONDECYT de Postdoctorado 2018;3180592;"ADS/CFT CORRESPONDENCE;ADS/QCD;PARTICLE PHENOMENOLOGY"
FONDECYT;FONDECYT de Postdoctorado 2020;3200721;"ADS/CFT, HOLOGRAPHY;WILSON LOOPS;ONE-LOOP DETERMINANTS"
PAI;ATRACCIÓN DE CAPITAL HUMANO AVANZADO DEL EXTRANJERO, MODALIDAD ESTADÍAS CORTAS (MEC) – CONVOCATORIA 2016;PAI80160089;"ADS/CFT;BLACK HOLES;FLUID/GRAVITY CORRESPONDENCE"
FONDECYT;FONDECYT de Postdoctorado 2019;3190009;"ADS/CFT;BLACK HOLES;QUANTUM FIELD THEORY"
FONDECYT;FONDECYT de Postdoctorado 2018;3180620;"ADS/CFT;ENTANGLEMENT ENTROPY;EUCLIDEAN QUANTUM GRAVITY"
FONDECYT;FONDECYT de Postdoctorado 2017;3170373;"ADS/CFT;EXTENDED SUSY;HIGHER SPIN"
FONDECYT;FONDECYT de Iniciación 2016;11160958;"ADULT ADHD;BIOMARKERS FOR ADHD;GENETIC RISK FACTORS FOR ADHD"
FONDECYT;FONDECYT Regular 2018;1181823;"ADVANCED MICROSCOPY AND TISSUE MANIPULATION;IMAGE PROCESSING;PHYSICAL MODELS IN BIOLOGY"
FONDECYT;FONDECYT de Postdoctorado 2017;3170352;"ADVANCED POLYMERS;TUNEABLE SELF-HEALING NANOCOMPOSITES;THERMALLY REVERSIBLE DIELS-ALDER AND HYDROGEN BONDING INTERACTIONS"
FONDECYT;FONDECYT Regular 2018;1180650;"AEROBIC GRANULAR SLUDGE;CONTINUOUS FLOW;DOMESTIC WASTEWATER"
FONDECYT;FONDECYT Regular 2020;1200583;"AEROBIC GRANULAR SLUDGE;RECOVERY VALUABLE METALS;POLYVALENT CATIONS REMOVALS"
FONDECYT;FONDECYT de Iniciación en Investigación 2019;11190256;"AEROBIOME;MICROBIAL ECOLOGY;ECOLOGICAL PROCESS"
FONDECYT;FONDECYT de Postdoctorado 2017;3170058;"AFFECT;PROJECT GROUPS;MEETINGS"
FONDECYT;FONDECYT de Postdoctorado 2017;3170685;"AFFORDANCES;ECOLOGICAL PSYCHOLOGY;EMBODIED AND SITUATED COGNITIVE SCIENCES"
FONDECYT;FONDECYT de Iniciación 2018;11181159;"AFILIACIÓN/ALINEAMIENTO/DESALINEAMIENTO;INCLUSIÓN;MIGRANTES"
FONDECYT;FONDECYT de Postdoctorado 2017;3170365;"AFLATOXINA;CÁNCER;RIESGO"
FONDECYT;FONDECYT de Postdoctorado 2020;3200171;"AGENCIA CULTURAL E INSTITUCIONAL;INNOVACIÓN PEDAGÓGICA EN AMÉRICA LATINA;REPRESENTACIÓN DE COMUNIDADES INDÍGENAS"
FONDECYT;FONDECYT Regular 2018;1181925;"AGENCIAMIENTO ESCOLAR;MADRES;DISPOSITIVOS "
FONDECYT;FONDECYT Regular 2016;1160626;"AGENDA;POLÍTICAS PÚBLICAS;HISTORIA POLÍTICA"
FONDECYT;FONDECYT de Iniciación 2017;11170457;"AGGREGATE DYNAMICS;INTERNATIONAL TRADE;FINANCIAL FRICTIONS"
FONDECYT;FONDECYT Regular 2019;1190193;"AGGREGATION SYSTEMS;DECISION MAKING;INTELLIGENT SYSTEMS"
FONDECYT;FONDECYT de Iniciación 2018;11180935;"AGING AND NEURODEGENERATION;NEUROTROPIC VIRUS AND COGNITIVE DECLINE;PREDICTIVE BIOMARKERS IN  COGNITIVE IMPAIRMENT"
FONDECYT;FONDECYT Regular 2018;1181009;"AGING AND THE LIFE COURSE;CROSS-NATIONAL LONGITUDINAL RESEARCH;SOCIAL DETERMINANTS OF HEALTH"
FONDECYT;FONDECYT Regular 2018;1181263;"AGING;BLOOD SERUM;WOUND HEALING"
FONDECYT;FONDECYT de Postdoctorado 2018;3180313;"AGING;NEURODEGENERATION;INFLAMMATION"
FONDECYT;FONDECYT de Iniciación en Investigación 2019;11190949;"AGING;OXIDATIVE STRESS;MUSCLE PHYSIOLOGY"
FONDECYT;FONDECYT de Postdoctorado 2019;3190275;"AGING;PREVENTION;WELL-BEING"
FONDECYT;FONDECYT de Iniciación en Investigación 2020;11200431;"AGING;ROOT CARIES LESIONS;NON-INVASIVE TREATMENT"
FONDECYT;FONDECYT de Postdoctorado 2018;3180195;"AGING;UNFOLDED PROTEIN RESPONSE;ENDOPLASMIC RETICULUM STRESS"
FONDECYT;FONDECYT Regular 2016;1161184;"AGN;BLACK HOLES;QSO"
ASTRONOMIA;Fondo ALMA – CONICYT, para el desarrollo de la Astronomía Chilena 2017;31170012;"AGN;TORUS;CONFERENCE"
FONDEF;III CONCURSO IDeA EN DOS ETAPAS 2016;ID16I10206;AGRICULTURA/DECISION SUPPORT SYSTEM/INTERNET OF THINGS
FONDECYT;FONDECYT de Iniciación 2016;11160914;"AGRICULTURAL RESIDUES;LIQUEFACTION;BIODEGRADABLE MATERIALS"
FONDECYT;FONDECYT de Iniciación 2018;11180099;"AGROECOLOGÍA;SOCIOLOGÍA URBANA;SOCIOLOGÍA AGRARIA"
PCI;ATRACCIÓN DE CAPITAL HUMANO AVANZADO DEL EXTRANJERO, MODALIDAD ESTADÍAS CORTAS (MEC). CONVOCATORIA 2018;MEC80180022;"AGROINDUSTRIA;CADENA DE ABASTECIMIENTO AGROINDUSTRIAL;INVESTIGACION DE OPERACIONES EN AGRICULTURA"
FONDECYT;FONDECYT de Iniciación en Investigación 2020;11200398;"AGROINDUSTRIAL WASTE;VOLATILE ORGANIC COMPOUNDS (VOC);ALPERUJO, POMASA AND TOMASA"
FONDECYT;FONDECYT de Postdoctorado 2018;3180317;"AGRO-PASTORAL PRACTICES;PALEODIET;STABLE ISOTOPES"
FONDECYT;FONDECYT de Iniciación en Investigación 2020;11200789;"AGUA DE NIEBLA, CLIMA DE NIEBLA;NIEBLA Y NUBES BAJAS, VARIABILIDAD INTERANUAL, ENOS;COSTA NORTE DE CHILE, ESCASEZ HÍDRICA"
FONDECYT;FONDECYT Regular 2017;1170055;"AGUA E HIDROELÉCTRICIDAD;GUERRA FRÍA GLOBAL;PERSPECTIVA AMBIENTAL"
FONDECYT;FONDECYT Regular 2018;1180887;"AGUA;GRUPOS DE INTERÉS;REPRESENTACIÓN"
FONDECYT;FONDECYT Regular 2020;1201922;"AGUA-ENERGIA-ALIMENTOS EN ISLAS;INTERRELACIONES;ISLAS DE TAMAÑO MENOR"
FONDECYT;FONDECYT de Iniciación 2018;11180644;"AGUAS DEL MAR;APROVECHAMIENTO;INCIDENCIA AMBIENTAL"
PCI;ATRACCIÓN DE CAPITAL HUMANO AVANZADO DEL EXTRANJERO, MODALIDAD ESTADÍAS CORTAS (MEC). CONVOCATORIA 2018;MEC80180094;"AGUAS RESIDUALES COMPLEJAS;VALORIZACIÓN Y REUTILIZACIÓN;TRATAMIENTOS AVANZADOS"
FONDECYT;FONDECYT de Postdoctorado 2017;3170295;"AGUAS SERVIDAS;HUMEDALES CONSTRUIDOS;METANO Y ÓXIDO NITROSO"
PCI;ATRACCIÓN DE CAPITAL HUMANO AVANZADO DEL EXTRANJERO, MODALIDAD ESTADÍAS CORTAS (MEC) . CONVOCATORIA 2017;MEC80170049;"AGUJEROS NEGROS;ASTROFÍSICA;PERTURBACIONES GRAVITACIONALES"
FONDECYT;FONDECYT Regular 2020;1200332;"AGUSTÍN DE HIPONA, PASIONES, AFECTOS, CICERÓN, ESTOICISMO, JULIANO.;FILOSOFÍA TARDO-ANTIGUA;FILOSOFÍA MEDIEVAL TEMPRANA"
FONDECYT;FONDECYT de Iniciación en Investigación 2020;11200319;"AIR CONTAMINANTS;AIRBORNE MICROBIAL COMMUNITIES;MICROBIAL STRUCTURE, ASSOCIATION PATTERNS AND FUNCTIONAL CAPACITIES"
FONDECYT;FONDECYT de Iniciación en Investigación 2019;11190636;"AIR POLLUTION;DIAGNOSTIC TECHNIQUES;MULTIVARIATE MODELS"
FONDECYT;FONDECYT de Iniciación 2016;11160294;"AIRPORT REGULATION;QUANTITY-BASED REGULATION;CONGESTION PRICING"
FONDECYT;FONDECYT de Postdoctorado 2020;3200798;"AISLADOS CLÍNICOS DE PSEUDOMONAS AERUGINOSA;ELEMENTOS GENÉTICOS MÓVILES PORTADORES DE CARBAPENEMASAS;CLONES DE ALTO RIESGO"
FONDECYT;FONDECYT de Postdoctorado 2019;3190199;"AISLAMIENTO;DESAFILIACIÓN GENÉRICA;IRONÍA"
FONDECYT;FONDECYT de Postdoctorado 2017;3170740;"AISLAMIENTO;GOBERNANZA TERRITORIAL;JUSTICIA ESPACIAL"
FONDECYT;FONDECYT de Postdoctorado 2017;3170126;"AISLANTES TOPOLÓGICOS;TEORÍA DE FLOQUET;PELÍCULAS DELGADAS"
FONDECYT;FONDECYT de Iniciación en Investigación 2020;11200209;"AKKERMANSIA;PHYLOGENOMICS;HORIZONTAL GENE TRANSFER"
PAI;Tesis de Doctorado en el Sector Productivo 2016 2da Convocatoria;T7816120003;"ÁLAMO ;RIEGO;HÍBRIDO"
FONDECYT;FONDECYT de Iniciación en Investigación 2020;11200927;"ALASDAIR MACINTYRE;POLYCENTRIC GOVERNANCE;MORAL JUDGMENT"
FONDECYT;FONDECYT Regular 2020;1201577;"ALCOHOL AND NICOTINE USE-DISORDERS;MOLECULAR MECHANISMS OF ADDICTION;PHARMACOLOGICAL TRANSLATIONAL OPTIONS"
FONDECYT;FONDECYT de Iniciación en Investigación 2019;11190874;"ALCOHOL;PRIMARY HEALTH CARE;PSYCHOSOCIAL TREATMENT"
FONDECYT;FONDECYT de Iniciación 2017;11170494;"ALCOHOLISM TREATMENT;EXECUTIVE FUNCTION;CRAVING"
FONDECYT;FONDECYT Regular 2020;1200227;"ALCOHOL-RELATED LIVER DISEASE;BILE ACIDS;ALCOHOLIC HEPATITIS"
FONDECYT;FONDECYT Regular 2016;1160695;"ALDOSTERONE DYSREGULATION;METABOLIC SYNDROME;OBESITY"
FONDECYT;FONDECYT de Iniciación 2017;11170812;"ALEJANDRO ÁLVAREZ;FILOSOFÍA DEL DERECHO;ETICIDAD"
FONDECYT;FONDECYT de Iniciación 2017;11171079;"ALGAE;ECOTOXICOLOGY ;ENGINEERED NANOPARTICLES"
PCI;ATRACCIÓN DE CAPITAL HUMANO AVANZADO DEL EXTRANJERO, MODALIDAD ESTADÍAS CORTAS (MEC). CONVOCATORIA 2018;MEC80180063;"ALGAS;ECOLOGÍA;BIOACTIVIDAD"
PAI;ATRACCIÓN DE CAPITAL HUMANO AVANZADO DEL EXTRANJERO, MODALIDAD ESTADÍAS CORTAS (MEC) – CONVOCATORIA 2016;PAI80160069;"ALGAS;VIÑEDO;UVA"
FONDECYT;FONDECYT de Iniciación en Investigación 2019;11190152;"ÁLGEBRA LINEAL;MATEMÁTICA ESCOLAR;RESOLUCIÓN DE PROBLEMAS"
FONDECYT;FONDECYT de Postdoctorado 2020;3200570;"ALGEBRAIC COMBINATORICS;HOPF ALGEBRAS;SYMMETRIC FUNCTIONS"
FONDECYT;FONDECYT Regular 2017;1170896;"ALGINATE;COATING FILM;SCALEUP"
FONDECYT;FONDECYT de Postdoctorado 2020;3200284;"ALGORITMOS EVOLUTIVOS DE OPTIMIZACIÓN MULTIOBJETIVO;OPTIMIZACIÓN EVOLUTIVA GUIADA POR DATOS;MICRORREDES INTELIGENTES"
FONDEF;III CONCURSO IDeA EN DOS ETAPAS 2016;ID16I10449;ALGORTIMOS DE OPTIMIZACIÓN/SISTEMA DE APOYO A LA TOMA DECISIONES/MONITOREO EN TIEMPO REAL
FONDECYT;FONDECYT Regular 2018;1180205;"ALIEN SPECIES;COLD ENVIRONMENTS;GLOBAL CHANGE IMPACTS"
FONDEF;SEXTO CONCURSO VALORIZACIÓN DE LA INVESTIGACIÓN EN LA UNIVERSIDAD 2016;VIU16P0018;"ALIMENTOS FUNCIONALES;SIMBIÓTICOS;ACUICULTURA"
FONDECYT;FONDECYT de Iniciación 2018;11180282;"ALKYL-B-D-GALACTOSIDES FATTY ACIDS;B-GALACTOSIDASE;LIPASE"
FONDECYT;FONDECYT Regular 2020;1200845;"ALLELOCHEMICAL;HARMFUL ALGAE BLOOMS FISH KILLS;ICHTHYOTOXICITY"
FONDECYT;FONDECYT de Iniciación 2016;11160283;"ALLERGY;LUPINE;PROTEINS"
FONDECYT;FONDECYT de Iniciación en Investigación 2019;11190789;"ALLOCATION ALGORITHMS;CONVEX OPTIMISATION;MECHANISM DESIGN"
FONDECYT;FONDECYT Regular 2016;1160851;"ALLOSTERIC MODULATION;PROTEIN-PROTEIN INTERACTION;X-RAY STRUCTURE"
FONDECYT;FONDECYT Regular 2016;1161054;"ALMA;ENTELEQUIA;CUERPO"
FONDECYT;FONDECYT Regular 2017;1171246;"ALMA;PLANET-FORMATION;PROTOPLANETARY DISKS"
PCI;Programa Energía 2018;ENER180005;"ALMACENAMIENTO DE ENERGÍA;ENERGÍA;BATERÍAS"
PCI;Programa Energía 2017;ENER170001;"ALMACENAMIENTO, BATERÍAS, BOMBEO, REDES INTELIGENTES, RESPUESTA DE DEMANDA, SISTEMAS AISLADOS;HIDRÓGENO, FLEXIBILIDAD, RESILIENCIA, SEGURIDAD, CONGESTIONES DE TRANSMISIÓN, SUFICIENCIA;SERVICIOS COMPLEMENTARIOS, ENERGÍA RENOVABLE, REDUCCIÓN DE EMISIONES, SUMINISTRO DE PUNTA"
FONDECYT;FONDECYT Regular 2017;1170993;"ALMANAQUES SECULARES ;MAGAZINES CHILENOS ;PRENSA CHILENA (1850-1930)"
FONDEF;V Concurso de Investigación Tecnológica del Fondo de Fomento al desarrollo Científico y Tecnológico, Instrumento IDEA;IT16I10022;"ALMEJA ;CULTIVO SUSPENDIDO;ACUICULTURA"
FONDECYT;FONDECYT Regular 2019;1191003;"ALPHA SYNUCLEIN;PARKINSON DISEASE;IGF2"
FONDECYT;FONDECYT Regular 2016;1160710;"ALPHA-SYNUCLEIN;HEMICHANNELS;CONNEXINS"
FONDECYT;FONDECYT Regular 2018;1181645;"ALS/FTD;EPIGENETICS;GENE EXPRESSION"
FONDECYT;FONDECYT Regular 2018;1180186;"ALS;NEURODEGENERATION;PROTEIN AGGREGATION"
FONDEF;III CONCURSO IDeA EN DOS ETAPAS 2016;ID16I10481;ALSTROEMERIA/ESPECIES NATIVAS/MEJORAMIENTO GENÉTICO
FONDECYT;FONDECYT Regular 2018;1181857;"ALTA CAPACIDAD;DOBLE EXCEPCIONALIDAD;INTERVENCIÓN EDUCATIVA"
FONDECYT;FONDECYT de Iniciación 2016;11160392;"ALTA DIRECCIÓN PÚBLICA;DESEMPEÑO ORGANIZACIONAL;EVALUACIÓN DE IMPACTO"
FONDECYT;FONDECYT de Iniciación 2017;11170049;"ALTERED O-GLYCOSYLATION OF SALIVARY MUCINS IN PATIENTS WITH SJÖGREN’S SYNDROME ;ROLE OF GOLGINS IN THE O-GLYCOSYLATION OF SALIVARY MUCINS ;ROLE OF GOLGINS IN THE LOCALIZATION OF GOLGI ENZYMES IN SALIVARY GLAND CELLS"
FONDECYT;FONDECYT de Iniciación 2016;11160235;"ALTERIDAD;NEGATIVIDAD;NICOLÁS DE CUSA"
FONDECYT;FONDECYT de Iniciación 2018;11181140;"ALTERNATIVE SILVICULTURE;FOREST REGENERATION;COMPLEX FOREST STRUCTURES"
FONDECYT;FONDECYT de Iniciación 2017;11170419;"ALUMINIUM ALLOY;SUPERHYDROPHOBIC;BIOCORROSION"
FONDECYT;FONDECYT de Iniciación 2017;11170641;"ALUMINUM;PHOSPHOROUS;AMF FUNCTIONALITY"
FONDECYT;FONDECYT Regular 2017;1171066;"ALUMNOS SORDOS;COMPRENSIÓN LECTORA;ESTRATEGIAS"
FONDECYT;FONDECYT Regular 2019;1190958;"ALZHEIMER ;CANCER;IMMUNE TOLERANCE "
FONDECYT;FONDECYT Regular 2016;1161078;"ALZHEIMER DISEASE;NEURONAL PLASTICITY;MITOCHONDRIAL DYSFUNCTION"
FONDECYT;FONDECYT Regular 2018;1180752;"ALZHEIMER;ABETA ;SYNAPSIS"
FONDECYT;FONDECYT Regular 2017;1170269;"ALZHEIMER´S DISEASE;BETA AMYLOID PEPTIDE;INDOLE DERIVATIVES"
FONDECYT;FONDECYT Regular 2020;1201342;"ALZHEIMER´S DISEASE;PANNEXIN 1;NEURONAL CYTOSKELETON"
FONDECYT;FONDECYT Regular 2017;1170441;"ALZHEIMER´S DISEASE;TAU;MITOCHONDRIA"
FONDECYT;FONDECYT Regular 2019;1190652;"ALZHEIMER’S DISEASE;MULTI-TARGET NEUROPROTECTIVE CHEMICAL-SPACE;BENZOFURAN SCAFFOLDS"
FONDECYT;FONDECYT de Postdoctorado 2018;3180341;"ALZHEIMER'S DISEASE;AXONAL DEGENERATION;NECROPTOSIS"
FONDECYT;FONDECYT de Iniciación 2016;11160760;"ALZHEIMER'S DISEASE;ENDOPLASMIC RETICULUM STRESS;NEURODEGENERATION"
FONDECYT;FONDECYT de Postdoctorado 2018;3180702;"ALZHEIMER'S DISEASE;UNFOLDED PROTEIN RESPONSE;AGING"
FONDECYT;FONDECYT de Postdoctorado 2019;3190794;"AMARYLLIDACEA;ALKALOIDS;NEUROPROTECTIVE ACTIVITY"
